prompt_id,prompt_type,compliance,time_point,layer,rank,projection
harmless_38,harmless,,endofthink,35,3,-5.9708757400512695
harmless_38,harmless,,endofthink,35,4,-0.5178404450416565
harmless_38,harmless,,endofresponse,17,0,3.224393367767334
harmless_38,harmless,,endofresponse,17,1,1.7389414310455322
harmless_38,harmless,,endofresponse,17,2,4.444752216339111
harmless_38,harmless,,endofresponse,17,3,-3.904141426086426
harmless_38,harmless,,endofresponse,17,4,-5.09683895111084
harmless_38,harmless,,endofresponse,18,0,0.15234556794166565
harmless_38,harmless,,endofresponse,18,1,1.9135652780532837
harmless_38,harmless,,endofresponse,18,2,2.7999508380889893
harmless_38,harmless,,endofresponse,18,3,1.2970408201217651
harmless_38,harmless,,endofresponse,18,4,-6.595189571380615
harmless_38,harmless,,endofresponse,21,0,1.696905493736267
harmless_38,harmless,,endofresponse,21,1,-1.4436434507369995
harmless_38,harmless,,endofresponse,21,2,2.9785866737365723
harmless_38,harmless,,endofresponse,21,3,3.523481607437134
harmless_38,harmless,,endofresponse,21,4,0.9958713054656982
harmless_38,harmless,,endofresponse,24,0,5.970430374145508
harmless_38,harmless,,endofresponse,24,1,2.5414113998413086
harmless_38,harmless,,endofresponse,24,2,0.8256056308746338
harmless_38,harmless,,endofresponse,24,3,3.636533260345459
harmless_38,harmless,,endofresponse,24,4,1.6122705936431885
harmless_38,harmless,,endofresponse,35,0,0.07494133710861206
harmless_38,harmless,,endofresponse,35,1,-1.5454388856887817
harmless_38,harmless,,endofresponse,35,2,-0.8955783843994141
harmless_38,harmless,,endofresponse,35,3,-3.4334967136383057
harmless_38,harmless,,endofresponse,35,4,0.15427976846694946
harmless_39,harmless,,startofthink,17,0,4.288530349731445
harmless_39,harmless,,startofthink,17,1,3.4205546379089355
harmless_39,harmless,,startofthink,17,2,1.3225058317184448
harmless_39,harmless,,startofthink,17,3,-4.383254051208496
harmless_39,harmless,,startofthink,17,4,-0.6838890314102173
harmless_39,harmless,,startofthink,18,0,-0.5815690159797668
harmless_39,harmless,,startofthink,18,1,-0.8855552077293396
harmless_39,harmless,,startofthink,18,2,0.13463056087493896
harmless_39,harmless,,startofthink,18,3,-2.7698378562927246
harmless_39,harmless,,startofthink,18,4,-2.6796631813049316
harmless_39,harmless,,startofthink,21,0,1.3073267936706543
harmless_39,harmless,,startofthink,21,1,-0.008375465869903564
harmless_39,harmless,,startofthink,21,2,0.05953362584114075
harmless_39,harmless,,startofthink,21,3,4.305356502532959
harmless_39,harmless,,startofthink,21,4,1.452777624130249
harmless_39,harmless,,startofthink,24,0,1.2969948053359985
harmless_39,harmless,,startofthink,24,1,1.6645225286483765
harmless_39,harmless,,startofthink,24,2,0.44847869873046875
harmless_39,harmless,,startofthink,24,3,2.281374454498291
harmless_39,harmless,,startofthink,24,4,-1.451629400253296
harmless_39,harmless,,startofthink,35,0,-0.6775864362716675
harmless_39,harmless,,startofthink,35,1,-0.9463732242584229
harmless_39,harmless,,startofthink,35,2,-0.1916828155517578
harmless_39,harmless,,startofthink,35,3,-5.027740955352783
harmless_39,harmless,,startofthink,35,4,-2.8331246376037598
harmless_39,harmless,,endofthink,17,0,3.2854115962982178
harmless_39,harmless,,endofthink,17,1,0.7860754728317261
harmless_39,harmless,,endofthink,17,2,3.7526865005493164
harmless_39,harmless,,endofthink,17,3,-8.890884399414062
harmless_39,harmless,,endofthink,17,4,-13.182525634765625
harmless_39,harmless,,endofthink,18,0,0.6237403750419617
harmless_39,harmless,,endofthink,18,1,0.6577536463737488
harmless_39,harmless,,endofthink,18,2,1.2712727785110474
harmless_39,harmless,,endofthink,18,3,-8.927788734436035
harmless_39,harmless,,endofthink,18,4,-9.39714241027832
harmless_39,harmless,,endofthink,21,0,2.662954330444336
harmless_39,harmless,,endofthink,21,1,-0.7614433765411377
harmless_39,harmless,,endofthink,21,2,-0.948245644569397
harmless_39,harmless,,endofthink,21,3,-1.600926399230957
harmless_39,harmless,,endofthink,21,4,-3.152153491973877
harmless_39,harmless,,endofthink,24,0,1.9171204566955566
harmless_39,harmless,,endofthink,24,1,-0.007576584815979004
harmless_39,harmless,,endofthink,24,2,-0.21012872457504272
harmless_39,harmless,,endofthink,24,3,3.51452374458313
harmless_39,harmless,,endofthink,24,4,1.1056792736053467
harmless_39,harmless,,endofthink,35,0,-2.0499212741851807
harmless_39,harmless,,endofthink,35,1,-1.8148542642593384
harmless_39,harmless,,endofthink,35,2,-16.751331329345703
harmless_39,harmless,,endofthink,35,3,-4.490006446838379
harmless_39,harmless,,endofthink,35,4,-1.692815899848938
harmless_39,harmless,,endofresponse,17,0,1.7544770240783691
harmless_39,harmless,,endofresponse,17,1,1.3447345495224
harmless_39,harmless,,endofresponse,17,2,4.4225664138793945
harmless_39,harmless,,endofresponse,17,3,-3.049386501312256
harmless_39,harmless,,endofresponse,17,4,-2.6726222038269043
harmless_39,harmless,,endofresponse,18,0,-0.8386185169219971
harmless_39,harmless,,endofresponse,18,1,2.969165086746216
harmless_39,harmless,,endofresponse,18,2,3.4879095554351807
harmless_39,harmless,,endofresponse,18,3,2.4518754482269287
harmless_39,harmless,,endofresponse,18,4,-6.611425876617432
harmless_39,harmless,,endofresponse,21,0,3.6431140899658203
harmless_39,harmless,,endofresponse,21,1,-0.9677475690841675
harmless_39,harmless,,endofresponse,21,2,3.5957188606262207
harmless_39,harmless,,endofresponse,21,3,4.247392177581787
harmless_39,harmless,,endofresponse,21,4,1.4057639837265015
harmless_39,harmless,,endofresponse,24,0,4.633394241333008
harmless_39,harmless,,endofresponse,24,1,3.3540353775024414
harmless_39,harmless,,endofresponse,24,2,-0.5133152008056641
harmless_39,harmless,,endofresponse,24,3,3.339371681213379
harmless_39,harmless,,endofresponse,24,4,1.4637606143951416
harmless_39,harmless,,endofresponse,35,0,-0.5486341714859009
harmless_39,harmless,,endofresponse,35,1,-1.570554494857788
harmless_39,harmless,,endofresponse,35,2,-2.418386220932007
harmless_39,harmless,,endofresponse,35,3,-3.0141148567199707
harmless_39,harmless,,endofresponse,35,4,0.4806981682777405
harmless_40,harmless,,startofthink,17,0,4.031669616699219
harmless_40,harmless,,startofthink,17,1,3.1057016849517822
harmless_40,harmless,,startofthink,17,2,1.5607919692993164
harmless_40,harmless,,startofthink,17,3,-4.664685249328613
harmless_40,harmless,,startofthink,17,4,-0.8842788934707642
harmless_40,harmless,,startofthink,18,0,-0.07701468467712402
harmless_40,harmless,,startofthink,18,1,-0.6420029401779175
harmless_40,harmless,,startofthink,18,2,0.8430808782577515
harmless_40,harmless,,startofthink,18,3,-2.293142795562744
harmless_40,harmless,,startofthink,18,4,-1.661473035812378
harmless_40,harmless,,startofthink,21,0,0.7904691100120544
harmless_40,harmless,,startofthink,21,1,0.27409881353378296
harmless_40,harmless,,startofthink,21,2,0.17474529147148132
harmless_40,harmless,,startofthink,21,3,4.194815635681152
harmless_40,harmless,,startofthink,21,4,1.3524117469787598
harmless_40,harmless,,startofthink,24,0,-0.45928382873535156
harmless_40,harmless,,startofthink,24,1,1.1973471641540527
harmless_40,harmless,,startofthink,24,2,0.6916701793670654
harmless_40,harmless,,startofthink,24,3,2.568848133087158
harmless_40,harmless,,startofthink,24,4,-1.5367099046707153
harmless_40,harmless,,startofthink,35,0,-0.539077639579773
harmless_40,harmless,,startofthink,35,1,-1.0299875736236572
harmless_40,harmless,,startofthink,35,2,-1.341526746749878
harmless_40,harmless,,startofthink,35,3,-4.405553340911865
harmless_40,harmless,,startofthink,35,4,-1.8328447341918945
harmless_40,harmless,,endofthink,17,0,4.758749961853027
harmless_40,harmless,,endofthink,17,1,0.8218138217926025
harmless_40,harmless,,endofthink,17,2,4.238891124725342
harmless_40,harmless,,endofthink,17,3,-8.63709831237793
harmless_40,harmless,,endofthink,17,4,-13.63184928894043
harmless_40,harmless,,endofthink,18,0,1.8795835971832275
harmless_40,harmless,,endofthink,18,1,1.6367731094360352
harmless_40,harmless,,endofthink,18,2,1.675814151763916
harmless_40,harmless,,endofthink,18,3,-5.543262481689453
harmless_40,harmless,,endofthink,18,4,-10.418581008911133
harmless_40,harmless,,endofthink,21,0,2.610259532928467
harmless_40,harmless,,endofthink,21,1,1.401170015335083
harmless_40,harmless,,endofthink,21,2,0.019097715616226196
harmless_40,harmless,,endofthink,21,3,-0.5085445046424866
harmless_40,harmless,,endofthink,21,4,-2.4245734214782715
harmless_40,harmless,,endofthink,24,0,1.3799090385437012
harmless_40,harmless,,endofthink,24,1,0.8180170059204102
harmless_40,harmless,,endofthink,24,2,0.5351192951202393
harmless_40,harmless,,endofthink,24,3,3.524735450744629
harmless_40,harmless,,endofthink,24,4,0.3553256392478943
harmless_40,harmless,,endofthink,35,0,-0.8158011436462402
harmless_40,harmless,,endofthink,35,1,-0.7462322115898132
harmless_40,harmless,,endofthink,35,2,-14.816652297973633
harmless_40,harmless,,endofthink,35,3,-4.391358852386475
harmless_40,harmless,,endofthink,35,4,-4.053830146789551
harmless_40,harmless,,endofresponse,17,0,1.8890154361724854
harmless_40,harmless,,endofresponse,17,1,2.9489612579345703
harmless_40,harmless,,endofresponse,17,2,4.28973913192749
harmless_40,harmless,,endofresponse,17,3,-1.673123836517334
harmless_40,harmless,,endofresponse,17,4,-3.176551342010498
harmless_40,harmless,,endofresponse,18,0,-0.8993822336196899
harmless_40,harmless,,endofresponse,18,1,3.23622465133667
harmless_40,harmless,,endofresponse,18,2,2.6541879177093506
harmless_40,harmless,,endofresponse,18,3,2.0001447200775146
harmless_40,harmless,,endofresponse,18,4,-7.244154930114746
harmless_40,harmless,,endofresponse,21,0,1.588926076889038
harmless_40,harmless,,endofresponse,21,1,-0.7317442893981934
harmless_40,harmless,,endofresponse,21,2,3.300248622894287
harmless_40,harmless,,endofresponse,21,3,3.5115599632263184
harmless_40,harmless,,endofresponse,21,4,-0.3079602122306824
harmless_40,harmless,,endofresponse,24,0,3.4864463806152344
harmless_40,harmless,,endofresponse,24,1,3.067063808441162
harmless_40,harmless,,endofresponse,24,2,1.9438724517822266
harmless_40,harmless,,endofresponse,24,3,3.5936405658721924
harmless_40,harmless,,endofresponse,24,4,1.7309540510177612
harmless_40,harmless,,endofresponse,35,0,0.09237319231033325
harmless_40,harmless,,endofresponse,35,1,-1.9196702241897583
harmless_40,harmless,,endofresponse,35,2,-3.3021767139434814
harmless_40,harmless,,endofresponse,35,3,-3.418469190597534
harmless_40,harmless,,endofresponse,35,4,0.376802921295166
harmless_41,harmless,,startofthink,17,0,4.436574459075928
harmless_41,harmless,,startofthink,17,1,3.470463752746582
harmless_41,harmless,,startofthink,17,2,0.771506667137146
harmless_41,harmless,,startofthink,17,3,-4.928262710571289
harmless_41,harmless,,startofthink,17,4,-2.0265414714813232
harmless_41,harmless,,startofthink,18,0,0.45371776819229126
harmless_41,harmless,,startofthink,18,1,-1.2724398374557495
harmless_41,harmless,,startofthink,18,2,-0.21810424327850342
harmless_41,harmless,,startofthink,18,3,-3.539910316467285
harmless_41,harmless,,startofthink,18,4,-3.3198704719543457
harmless_41,harmless,,startofthink,21,0,1.0731385946273804
harmless_41,harmless,,startofthink,21,1,-2.7228221893310547
harmless_41,harmless,,startofthink,21,2,0.12573164701461792
harmless_41,harmless,,startofthink,21,3,2.0586369037628174
harmless_41,harmless,,startofthink,21,4,-0.2985975742340088
harmless_41,harmless,,startofthink,24,0,1.493821620941162
harmless_41,harmless,,startofthink,24,1,2.028040885925293
harmless_41,harmless,,startofthink,24,2,1.1224300861358643
harmless_41,harmless,,startofthink,24,3,1.2861078977584839
harmless_41,harmless,,startofthink,24,4,-0.8362028002738953
harmless_41,harmless,,startofthink,35,0,-0.8286852836608887
harmless_41,harmless,,startofthink,35,1,-1.0024863481521606
harmless_41,harmless,,startofthink,35,2,-1.7183501720428467
harmless_41,harmless,,startofthink,35,3,-4.499030590057373
harmless_41,harmless,,startofthink,35,4,-2.039957046508789
harmless_41,harmless,,endofthink,17,0,3.2080113887786865
harmless_41,harmless,,endofthink,17,1,0.5513771176338196
harmless_41,harmless,,endofthink,17,2,3.531999111175537
harmless_41,harmless,,endofthink,17,3,-12.861663818359375
harmless_41,harmless,,endofthink,17,4,-18.024951934814453
harmless_41,harmless,,endofthink,18,0,-0.18152624368667603
harmless_41,harmless,,endofthink,18,1,0.0006404221057891846
harmless_41,harmless,,endofthink,18,2,2.2162489891052246
harmless_41,harmless,,endofthink,18,3,-10.796298027038574
harmless_41,harmless,,endofthink,18,4,-10.867610931396484
harmless_41,harmless,,endofthink,21,0,1.5184046030044556
harmless_41,harmless,,endofthink,21,1,-0.9777755737304688
harmless_41,harmless,,endofthink,21,2,0.6804685592651367
harmless_41,harmless,,endofthink,21,3,-1.3979401588439941
harmless_41,harmless,,endofthink,21,4,-2.942537784576416
harmless_41,harmless,,endofthink,24,0,0.12106132507324219
harmless_41,harmless,,endofthink,24,1,0.49939876794815063
harmless_41,harmless,,endofthink,24,2,-1.9448554515838623
harmless_41,harmless,,endofthink,24,3,2.304560661315918
harmless_41,harmless,,endofthink,24,4,1.187556505203247
harmless_41,harmless,,endofthink,35,0,-2.303986072540283
harmless_41,harmless,,endofthink,35,1,-0.9332835674285889
harmless_41,harmless,,endofthink,35,2,-23.272769927978516
harmless_41,harmless,,endofthink,35,3,-5.486135005950928
harmless_41,harmless,,endofthink,35,4,-2.078840970993042
harmless_41,harmless,,endofresponse,17,0,1.857008695602417
harmless_41,harmless,,endofresponse,17,1,1.859426736831665
harmless_41,harmless,,endofresponse,17,2,4.424205303192139
harmless_41,harmless,,endofresponse,17,3,-3.748105049133301
harmless_41,harmless,,endofresponse,17,4,-2.1204376220703125
harmless_41,harmless,,endofresponse,18,0,-0.7343680262565613
harmless_41,harmless,,endofresponse,18,1,2.9881465435028076
harmless_41,harmless,,endofresponse,18,2,2.165473699569702
harmless_41,harmless,,endofresponse,18,3,0.821342408657074
harmless_41,harmless,,endofresponse,18,4,-5.090999603271484
harmless_41,harmless,,endofresponse,21,0,2.5365729331970215
harmless_41,harmless,,endofresponse,21,1,1.260967493057251
harmless_41,harmless,,endofresponse,21,2,3.1743383407592773
harmless_41,harmless,,endofresponse,21,3,3.2269020080566406
harmless_41,harmless,,endofresponse,21,4,1.2475258111953735
harmless_41,harmless,,endofresponse,24,0,5.243256092071533
harmless_41,harmless,,endofresponse,24,1,2.3641815185546875
harmless_41,harmless,,endofresponse,24,2,0.9191651940345764
harmless_41,harmless,,endofresponse,24,3,2.0315685272216797
harmless_41,harmless,,endofresponse,24,4,1.286354422569275
harmless_41,harmless,,endofresponse,35,0,1.1991785764694214
harmless_41,harmless,,endofresponse,35,1,-0.4786462187767029
harmless_41,harmless,,endofresponse,35,2,-4.1465301513671875
harmless_41,harmless,,endofresponse,35,3,-2.9018590450286865
harmless_41,harmless,,endofresponse,35,4,0.14663243293762207
harmless_42,harmless,,startofthink,17,0,3.9795217514038086
harmless_42,harmless,,startofthink,17,1,3.2599971294403076
harmless_42,harmless,,startofthink,17,2,1.298305630683899
harmless_42,harmless,,startofthink,17,3,-4.488359451293945
harmless_42,harmless,,startofthink,17,4,-0.18038344383239746
harmless_42,harmless,,startofthink,18,0,-1.181340217590332
harmless_42,harmless,,startofthink,18,1,-0.540635347366333
harmless_42,harmless,,startofthink,18,2,0.21606457233428955
harmless_42,harmless,,startofthink,18,3,-2.403019905090332
harmless_42,harmless,,startofthink,18,4,-2.0976083278656006
harmless_42,harmless,,startofthink,21,0,1.5239145755767822
harmless_42,harmless,,startofthink,21,1,1.1126441955566406
harmless_42,harmless,,startofthink,21,2,0.6998181343078613
harmless_42,harmless,,startofthink,21,3,4.077185153961182
harmless_42,harmless,,startofthink,21,4,2.1147451400756836
harmless_42,harmless,,startofthink,24,0,0.809088945388794
harmless_42,harmless,,startofthink,24,1,1.6119580268859863
harmless_42,harmless,,startofthink,24,2,0.4456665515899658
harmless_42,harmless,,startofthink,24,3,2.6763110160827637
harmless_42,harmless,,startofthink,24,4,-1.2973607778549194
harmless_42,harmless,,startofthink,35,0,-0.06342291831970215
harmless_42,harmless,,startofthink,35,1,-0.6685100197792053
harmless_42,harmless,,startofthink,35,2,-0.52313232421875
harmless_42,harmless,,startofthink,35,3,-4.4073309898376465
harmless_42,harmless,,startofthink,35,4,-2.38730525970459
harmless_42,harmless,,endofthink,17,0,3.803391933441162
harmless_42,harmless,,endofthink,17,1,0.8219308853149414
harmless_42,harmless,,endofthink,17,2,3.116748332977295
harmless_42,harmless,,endofthink,17,3,-8.820801734924316
harmless_42,harmless,,endofthink,17,4,-11.87922191619873
harmless_42,harmless,,endofthink,18,0,-0.6009514927864075
harmless_42,harmless,,endofthink,18,1,2.8634910583496094
harmless_42,harmless,,endofthink,18,2,1.9984116554260254
harmless_42,harmless,,endofthink,18,3,-6.588438034057617
harmless_42,harmless,,endofthink,18,4,-7.51917028427124
harmless_42,harmless,,endofthink,21,0,1.4744532108306885
harmless_42,harmless,,endofthink,21,1,3.3522276878356934
harmless_42,harmless,,endofthink,21,2,0.8109369277954102
harmless_42,harmless,,endofthink,21,3,-1.1586236953735352
harmless_42,harmless,,endofthink,21,4,-2.3325328826904297
harmless_42,harmless,,endofthink,24,0,10.465341567993164
harmless_42,harmless,,endofthink,24,1,2.6213865280151367
harmless_42,harmless,,endofthink,24,2,-0.023967057466506958
harmless_42,harmless,,endofthink,24,3,2.9366769790649414
harmless_42,harmless,,endofthink,24,4,1.946176290512085
harmless_42,harmless,,endofthink,35,0,2.26068377494812
harmless_42,harmless,,endofthink,35,1,-0.3225075304508209
harmless_42,harmless,,endofthink,35,2,-1.5147147178649902
harmless_42,harmless,,endofthink,35,3,-5.154509544372559
harmless_42,harmless,,endofthink,35,4,-1.708099365234375
harmless_42,harmless,,endofresponse,17,0,1.3982419967651367
harmless_42,harmless,,endofresponse,17,1,1.1396164894104004
harmless_42,harmless,,endofresponse,17,2,4.363567352294922
harmless_42,harmless,,endofresponse,17,3,-2.353742837905884
harmless_42,harmless,,endofresponse,17,4,-1.4020147323608398
harmless_42,harmless,,endofresponse,18,0,-1.6954413652420044
harmless_42,harmless,,endofresponse,18,1,3.7686915397644043
harmless_42,harmless,,endofresponse,18,2,2.820013999938965
harmless_42,harmless,,endofresponse,18,3,2.701364517211914
harmless_42,harmless,,endofresponse,18,4,-5.827345848083496
harmless_42,harmless,,endofresponse,21,0,2.5560038089752197
harmless_42,harmless,,endofresponse,21,1,1.0135278701782227
harmless_42,harmless,,endofresponse,21,2,4.434163570404053
harmless_42,harmless,,endofresponse,21,3,5.119333267211914
harmless_42,harmless,,endofresponse,21,4,2.3792476654052734
harmless_42,harmless,,endofresponse,24,0,6.3167243003845215
harmless_42,harmless,,endofresponse,24,1,3.3707826137542725
harmless_42,harmless,,endofresponse,24,2,0.7184901237487793
harmless_42,harmless,,endofresponse,24,3,2.5757813453674316
harmless_42,harmless,,endofresponse,24,4,1.3948829174041748
harmless_42,harmless,,endofresponse,35,0,-0.35357680916786194
harmless_42,harmless,,endofresponse,35,1,-1.7204382419586182
harmless_42,harmless,,endofresponse,35,2,-1.275076150894165
harmless_42,harmless,,endofresponse,35,3,-3.2343807220458984
harmless_42,harmless,,endofresponse,35,4,-0.4511434733867645
harmless_43,harmless,,startofthink,17,0,3.858149528503418
harmless_43,harmless,,startofthink,17,1,3.9540812969207764
harmless_43,harmless,,startofthink,17,2,1.3979897499084473
harmless_43,harmless,,startofthink,17,3,-4.079687118530273
harmless_43,harmless,,startofthink,17,4,-0.9553928971290588
harmless_43,harmless,,startofthink,18,0,-0.42978107929229736
harmless_43,harmless,,startofthink,18,1,-0.16642431914806366
harmless_43,harmless,,startofthink,18,2,-0.10460424423217773
harmless_43,harmless,,startofthink,18,3,-2.1640472412109375
harmless_43,harmless,,startofthink,18,4,-3.603881597518921
harmless_43,harmless,,startofthink,21,0,1.6676952838897705
harmless_43,harmless,,startofthink,21,1,0.5721744298934937
harmless_43,harmless,,startofthink,21,2,0.2757399082183838
harmless_43,harmless,,startofthink,21,3,1.8350239992141724
harmless_43,harmless,,startofthink,21,4,0.6241410970687866
harmless_43,harmless,,startofthink,24,0,1.984800934791565
harmless_43,harmless,,startofthink,24,1,0.6861876249313354
harmless_43,harmless,,startofthink,24,2,0.2805898189544678
harmless_43,harmless,,startofthink,24,3,2.129861354827881
harmless_43,harmless,,startofthink,24,4,-0.2378777265548706
harmless_43,harmless,,startofthink,35,0,0.348740816116333
harmless_43,harmless,,startofthink,35,1,-1.5859227180480957
harmless_43,harmless,,startofthink,35,2,-1.08350670337677
harmless_43,harmless,,startofthink,35,3,-4.623411655426025
harmless_43,harmless,,startofthink,35,4,-2.194045305252075
harmless_43,harmless,,endofthink,17,0,3.9664576053619385
harmless_43,harmless,,endofthink,17,1,0.7394494414329529
harmless_43,harmless,,endofthink,17,2,4.4984822273254395
harmless_43,harmless,,endofthink,17,3,-8.40511703491211
harmless_43,harmless,,endofthink,17,4,-13.630473136901855
harmless_43,harmless,,endofthink,18,0,-0.2581346035003662
harmless_43,harmless,,endofthink,18,1,-0.12069165706634521
harmless_43,harmless,,endofthink,18,2,3.16090726852417
harmless_43,harmless,,endofthink,18,3,-8.147384643554688
harmless_43,harmless,,endofthink,18,4,-11.751418113708496
harmless_43,harmless,,endofthink,21,0,2.2149600982666016
harmless_43,harmless,,endofthink,21,1,6.069188117980957
harmless_43,harmless,,endofthink,21,2,-0.009169161319732666
harmless_43,harmless,,endofthink,21,3,-2.290480375289917
harmless_43,harmless,,endofthink,21,4,-3.872934341430664
harmless_43,harmless,,endofthink,24,0,5.691827297210693
harmless_43,harmless,,endofthink,24,1,1.5369939804077148
harmless_43,harmless,,endofthink,24,2,-0.21756255626678467
harmless_43,harmless,,endofthink,24,3,1.498368740081787
harmless_43,harmless,,endofthink,24,4,1.0009273290634155
harmless_43,harmless,,endofthink,35,0,1.5008364915847778
harmless_43,harmless,,endofthink,35,1,-1.5715672969818115
harmless_43,harmless,,endofthink,35,2,5.4475250244140625
harmless_43,harmless,,endofthink,35,3,-3.7948477268218994
harmless_43,harmless,,endofthink,35,4,-2.549532890319824
harmless_43,harmless,,endofresponse,17,0,1.7142939567565918
harmless_43,harmless,,endofresponse,17,1,1.7987060546875
harmless_43,harmless,,endofresponse,17,2,5.88871955871582
harmless_43,harmless,,endofresponse,17,3,-5.865076541900635
harmless_43,harmless,,endofresponse,17,4,-2.383291006088257
harmless_43,harmless,,endofresponse,18,0,-0.6929281949996948
harmless_43,harmless,,endofresponse,18,1,1.978406548500061
harmless_43,harmless,,endofresponse,18,2,3.0943429470062256
harmless_43,harmless,,endofresponse,18,3,-0.5255057215690613
harmless_43,harmless,,endofresponse,18,4,-5.345640182495117
harmless_43,harmless,,endofresponse,21,0,2.2552990913391113
harmless_43,harmless,,endofresponse,21,1,3.8240060806274414
harmless_43,harmless,,endofresponse,21,2,3.5793750286102295
harmless_43,harmless,,endofresponse,21,3,1.59309983253479
harmless_43,harmless,,endofresponse,21,4,0.993087649345398
harmless_43,harmless,,endofresponse,24,0,3.194009304046631
harmless_43,harmless,,endofresponse,24,1,2.725107192993164
harmless_43,harmless,,endofresponse,24,2,-0.08533358573913574
harmless_43,harmless,,endofresponse,24,3,3.150381088256836
harmless_43,harmless,,endofresponse,24,4,0.6411292552947998
harmless_43,harmless,,endofresponse,35,0,1.1281559467315674
harmless_43,harmless,,endofresponse,35,1,-2.4352059364318848
harmless_43,harmless,,endofresponse,35,2,-2.2071752548217773
harmless_43,harmless,,endofresponse,35,3,-0.8954106569290161
harmless_43,harmless,,endofresponse,35,4,-0.33363988995552063
harmless_44,harmless,,startofthink,17,0,4.12058687210083
harmless_44,harmless,,startofthink,17,1,3.227339267730713
harmless_44,harmless,,startofthink,17,2,1.141496181488037
harmless_44,harmless,,startofthink,17,3,-4.281132698059082
harmless_44,harmless,,startofthink,17,4,-0.32839226722717285
harmless_44,harmless,,startofthink,18,0,-0.8089277744293213
harmless_44,harmless,,startofthink,18,1,-0.04827505350112915
harmless_44,harmless,,startofthink,18,2,0.6992812752723694
harmless_44,harmless,,startofthink,18,3,-2.021622896194458
harmless_44,harmless,,startofthink,18,4,-2.229887008666992
harmless_44,harmless,,startofthink,21,0,0.6911313533782959
harmless_44,harmless,,startofthink,21,1,-0.2015535831451416
harmless_44,harmless,,startofthink,21,2,0.5961933135986328
harmless_44,harmless,,startofthink,21,3,4.0412917137146
harmless_44,harmless,,startofthink,21,4,2.1582934856414795
harmless_44,harmless,,startofthink,24,0,1.6138741970062256
harmless_44,harmless,,startofthink,24,1,1.2836802005767822
harmless_44,harmless,,startofthink,24,2,0.2559148073196411
harmless_44,harmless,,startofthink,24,3,2.192227602005005
harmless_44,harmless,,startofthink,24,4,-1.276638388633728
harmless_44,harmless,,startofthink,35,0,-0.6648695468902588
harmless_44,harmless,,startofthink,35,1,-0.8631595969200134
harmless_44,harmless,,startofthink,35,2,-0.6304848194122314
harmless_44,harmless,,startofthink,35,3,-4.618229866027832
harmless_44,harmless,,startofthink,35,4,-2.523055076599121
harmless_44,harmless,,endofthink,17,0,3.828904628753662
harmless_44,harmless,,endofthink,17,1,1.0079364776611328
harmless_44,harmless,,endofthink,17,2,3.7781834602355957
harmless_44,harmless,,endofthink,17,3,-8.269182205200195
harmless_44,harmless,,endofthink,17,4,-12.19363021850586
harmless_44,harmless,,endofthink,18,0,0.37450605630874634
harmless_44,harmless,,endofthink,18,1,1.0686562061309814
harmless_44,harmless,,endofthink,18,2,2.83231258392334
harmless_44,harmless,,endofthink,18,3,-5.2176833152771
harmless_44,harmless,,endofthink,18,4,-8.251168251037598
harmless_44,harmless,,endofthink,21,0,2.8163185119628906
harmless_44,harmless,,endofthink,21,1,1.7801531553268433
harmless_44,harmless,,endofthink,21,2,0.2657117247581482
harmless_44,harmless,,endofthink,21,3,-1.0544620752334595
harmless_44,harmless,,endofthink,21,4,-2.1310720443725586
harmless_44,harmless,,endofthink,24,0,10.037701606750488
harmless_44,harmless,,endofthink,24,1,2.0543456077575684
harmless_44,harmless,,endofthink,24,2,0.34373635053634644
harmless_44,harmless,,endofthink,24,3,3.2147889137268066
harmless_44,harmless,,endofthink,24,4,0.5644174218177795
harmless_44,harmless,,endofthink,35,0,-0.6022778749465942
harmless_44,harmless,,endofthink,35,1,-1.9006617069244385
harmless_44,harmless,,endofthink,35,2,-5.577226638793945
harmless_44,harmless,,endofthink,35,3,-5.391726493835449
harmless_44,harmless,,endofthink,35,4,-2.130499839782715
harmless_44,harmless,,endofresponse,17,0,1.5199038982391357
harmless_44,harmless,,endofresponse,17,1,1.50704824924469
harmless_44,harmless,,endofresponse,17,2,4.396109580993652
harmless_44,harmless,,endofresponse,17,3,-2.131869077682495
harmless_44,harmless,,endofresponse,17,4,-1.51365327835083
harmless_44,harmless,,endofresponse,18,0,-1.1663234233856201
harmless_44,harmless,,endofresponse,18,1,2.9916281700134277
harmless_44,harmless,,endofresponse,18,2,2.979537010192871
harmless_44,harmless,,endofresponse,18,3,3.2631406784057617
harmless_44,harmless,,endofresponse,18,4,-6.92863130569458
harmless_44,harmless,,endofresponse,21,0,2.759599208831787
harmless_44,harmless,,endofresponse,21,1,-0.3711664080619812
harmless_44,harmless,,endofresponse,21,2,4.216649532318115
harmless_44,harmless,,endofresponse,21,3,5.4859724044799805
harmless_44,harmless,,endofresponse,21,4,2.3028669357299805
harmless_44,harmless,,endofresponse,24,0,6.5775861740112305
harmless_44,harmless,,endofresponse,24,1,3.4938251972198486
harmless_44,harmless,,endofresponse,24,2,0.20494747161865234
harmless_44,harmless,,endofresponse,24,3,3.1105148792266846
harmless_44,harmless,,endofresponse,24,4,0.6691489219665527
harmless_44,harmless,,endofresponse,35,0,-0.5900218486785889
harmless_44,harmless,,endofresponse,35,1,-1.906161904335022
